Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
Optimum Renta Mixta Flexible Argentina - Clase A,ARS,2026-04-08,1.0,1000,,,
Optimum Renta Mixta Flexible Argentina - Clase B,ARS,2026-04-08,1.0,15605.46,0.722,4.502,35.128
Parakeet Dinámico II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Dinámico II - Clase B,ARS,2026-04-08,1.0,1347.308,0.887,11.664,
Parakeet Dinámico II - Clase X Ley N°27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Dinámico III - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Dinámico III - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Dinámico III - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Gestion Activa - Clase A,ARS,2026-04-08,1.0,1048.802,0.501,,
Parakeet Gestion Activa - Clase B,ARS,2026-04-08,1.0,1052.85,0.54,,
Parakeet Gestion Activa - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Pellegrini Proteccion - Clase A,ARS,2026-04-08,1.0,18959.702,0.581,-1.62,24.667
Pellegrini Proteccion - Clase B,ARS,2026-04-08,1.0,20185.512,0.591,-1.485,25.294
Pellegrini Proteccion - Clase C,ARS,2026-04-08,1.0,19931.51,0.595,-1.431,25.545
Pellegrini Proteccion - Clase R Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Pellegrini Renta Publica Federal - Clase A,ARS,2026-04-08,1.0,69940.329,0.401,11.724,43.515
Pellegrini Renta Publica Federal - Clase B,ARS,2026-04-08,1.0,77490.08,0.41,11.877,44.236
Pionero Desarrollo - Clase A,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Pionero Desarrollo - Clase B,ARS,2026-04-08,2.0,13970.205,0.619,8.243,41.519
Pionero Desarrollo - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Pionero Performance - Clase B,ARS,2026-04-08,1.0,472209.995,0.0,0.0,7.594
Pionero Performance II - Clase B,ARS,2026-04-08,2.0,42022.311,0.028,-0.016,23.613
Pionero Performance III - Clase B,ARS,2026-04-08,2.0,148708.234,0.0,0.0,3.06
Pionero Renta - Clase A,ARS,2026-04-08,2.0,1606365.415,0.726,14.818,51.098
Pionero Renta - Clase B,ARS,2026-04-08,2.0,1607204.825,0.737,14.878,
Pionero Renta - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,
Premier Capital - Clase A,ARS,2026-04-08,1.0,179088.896,0.515,13.292,50.942
Premier Capital - Clase B,ARS,2026-04-08,1.0,164751.574,0.501,13.076,49.889
Premier Capital - Clase C,ARS,2026-04-08,1.0,4084.248,0.0,0.0,0.0
SBS Capital Plus - Clase A,ARS,2026-04-08,1.0,79724.361,0.858,-2.292,28.464
SBS Capital Plus - Clase B,ARS,2026-04-08,1.0,85392.151,0.877,-2.028,29.759
SBS Capital Plus - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Estrategia - Clase A,ARS,2026-04-08,1.0,53727.262,0.974,4.684,31.756
SBS Estrategia - Clase B,ARS,2026-04-08,1.0,56973.824,0.994,4.966,33.084
SBS Estrategia - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1061.195,0.0,0.0,-3.27
SBS Patrimonio - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio - Clase B,ARS,2026-04-08,1.0,40763.119,0.721,11.164,50.887
SBS Patrimonio - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Renta Capital - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Renta Capital - Clase B,ARS,2026-04-08,1.0,120058.516,0.942,-2.387,35.059
SBS Renta Capital - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Renta Pesos - Clase A,ARS,2026-04-08,1.0,1339868.118,0.908,14.455,55.184
SBS Renta Pesos - Clase B,ARS,2026-04-08,1.0,1493719.865,0.928,14.763,56.747
SBS Renta Pesos - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1010.012,0.0,0.0,1.001
SBS Tavelli Renta - Clase P,ARS,2026-04-08,1.0,817877.278,0.763,0.803,21.38
Schroder Pesos - Clase A,ARS,2026-04-08,1.0,1201.003,0.0,0.0,0.0
Schroder Pesos - Clase B,ARS,2026-04-08,1.0,32738.36,3.328,-15.156,20.285
Schroder Pesos - Clase C,ARS,2026-04-08,1.0,1046.401,0.0,0.0,0.0
Schroder Pesos - Clase D,ARS,2026-04-08,1.0,1065.759,0.0,0.0,0.0
Schroder Renta Global Cinco - Clase A,ARS,2026-04-08,1.0,15234.314,0.844,3.297,36.558
Schroder Renta Global Cinco - Clase B,ARS,2026-04-08,1.0,15234.376,0.844,3.297,36.558
Schroder Renta Global Cuatro - Clase B,ARS,2026-04-08,1.0,13275.111,0.908,-2.913,32.749
ST Gestión IX - Clase A,ARS,2026-04-08,1.0,4296.172,-0.231,-1.931,-1.533
ST Gestión IX - Clase B,ARS,2026-04-08,1.0,3653.919,-0.231,-1.93,-1.533
ST Gestión IX - Clase C,ARS,2026-04-08,1.0,14227.68,-0.281,-2.617,-3.641
ST Global - Clase A,ARS,2026-04-08,1.0,1652.55,0.991,12.86,29.519
ST Global - Clase B,ARS,2026-04-08,1.0,1669.296,0.991,12.86,29.519
ST Global - Clase C,ARS,2026-04-08,1.0,3166.564,0.991,12.86,29.519
ST Global - Clase D,ARS,2026-04-08,1.0,43200.077,0.964,12.432,27.698
ST Renta Plus,ARS,2026-04-08,1.0,517187.036,0.993,5.347,43.335
Super Bonos - Clase A,ARS,2026-04-08,2.0,1142991.502,0.639,0.505,34.268
Super Bonos - Clase B,ARS,2026-04-08,2.0,1234309.937,0.652,0.681,35.146
Super Bonos - Clase F,ARS,2026-04-08,2.0,63703.037,0.697,1.319,38.364
Super Bonos - Clase H,ARS,2026-04-08,2.0,12578.524,0.639,0.504,34.268
Super Bonos - Clase I,ARS,2026-04-08,2.0,12970.845,0.652,0.681,35.146
Superfondo Renta $ - Clase A,ARS,2026-04-08,2.0,122471.58,0.619,13.42,50.592
Superfondo Renta $ - Clase B,ARS,2026-04-08,2.0,138569.101,0.632,13.614,51.565
Superfondo Renta $ - Clase E,ARS,2026-04-08,2.0,68947.619,0.677,14.338,55.186
Superfondo Renta $ - Clase F,ARS,2026-04-08,2.0,110718.133,0.677,14.338,55.186
Superfondo Renta $ - Clase H,ARS,2026-04-08,2.0,36495.279,0.619,13.42,50.592
Superfondo Renta $ - Clase I,ARS,2026-04-08,2.0,40061.249,0.632,13.618,51.577
Superfondo Renta $ - Clase J,ARS,2026-04-08,2.0,41420.879,0.677,14.338,55.186
Toronto Trust Retorno Total - Clase A,ARS,2026-04-08,1.0,50026.147,0.706,13.866,43.467
Toronto Trust Retorno Total - Clase B,ARS,2026-04-08,1.0,59552.924,0.718,14.05,44.332
Toronto Trust Retorno Total - Clase C,ARS,2026-04-08,1.0,51193.969,0.712,13.958,43.899
Toronto Trust Retorno Total - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1747.769,0.706,13.866,43.467
Ualintec Cobertura - Clase A,ARS,2026-04-08,1.0,1632.131,1.358,2.255,32.909
Ualintec Cobertura - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Ualintec Cobertura - Clase C,ARS,2026-04-08,1.0,1702.831,1.385,2.64,38.122
Valiant Cerrado de Créditos - Clase A,ARS,2026-04-08,0.0,1000,,,
Zofingen Faro Fund - Clase A,ARS,2026-04-08,2.0,993.1,-0.065,-0.869,14.201
Zofingen Faro Fund - Clase B,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Zofingen Faro Fund - Clase C,ARS,2026-04-08,2.0,6341.494,-0.056,-0.737,14.775
Delta Multimercado II - Clase B,ARS,2026-04-08,1.0,1880.118,0.0,0.0,0.0
Delta Multimercado II - Clase E,ARS,2026-04-08,1.0,17292.717,0.471,9.664,41.923
Consultatio Crecimiento - Clase A,ARS,2026-04-08,2.0,210391.661,0.703,12.67,56.951
Consultatio Crecimiento - Clase B,ARS,2026-04-08,2.0,194183.785,0.654,11.912,54.209
Consultatio Crecimiento - Clase C,ARS,2026-04-08,2.0,202650.892,0.703,12.67,56.951
Consultatio Estrategia - Clase A,ARS,2026-04-08,1.0,103761.808,0.23,5.228,51.87
Consultatio Estrategia - Clase B,ARS,2026-04-08,1.0,117762.312,0.254,5.582,53.78
Consultatio Estrategia - Clase C,ARS,2026-04-08,1.0,145024.803,0.3,6.255,57.138
Consultatio Retorno Absoluto - Clase A,ARS,2026-04-08,2.0,222456.804,0.127,3.662,98.297
Consultatio Retorno Absoluto - Clase B,ARS,2026-04-08,2.0,243747.372,0.162,4.158,101.853
Consultatio Retorno Absoluto - Clase C,ARS,2026-04-08,2.0,255675.864,0.172,4.317,103.006
Max Estrategico II - Clase A,ARS,2026-04-08,1.0,1996.891,0.0,0.0,0.0
Max Estrategico II - Clase B,ARS,2026-04-08,1.0,2003.046,0.0,0.0,0.0
Max Estrategico II - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico II - Clase D,ARS,2026-04-08,1.0,2915.498,0.599,-4.227,20.632
FBA Bonos Globales - Clase A,ARS,2026-04-08,3.0,121894.169,0.175,2.205,9.107
FBA Bonos Globales - Clase B,ARS,2026-04-08,3.0,126062.573,0.182,2.315,9.545
Adcap Balanceado IV - Clase A,ARS,2026-04-08,2.0,60577.5,,,
Adcap Balanceado IV - Clase B,ARS,2026-04-08,2.0,59738.5,,,
Adcap Balanceado IV - Clase C,ARS,2026-04-08,2.0,74534.5,0.55,12.49,34.794
Adcap Balanceado V - Clase A,ARS,2026-04-08,2.0,130353.651,1.236,16.547,369.617
Adcap Balanceado V - Clase B,ARS,2026-04-08,2.0,157074.529,1.258,16.912,475.121
Adcap Balanceado V - Clase C,ARS,2026-04-08,2.0,30684.163,,,
Adcap Balanceado V - Clase Ley Nº 27.743,ARS,2026-04-08,2.0,1178.197,,,
Adcap Balanceado XI - Clase A,ARS,2026-04-08,2.0,20914.855,,,
Adcap Balanceado XI - Clase B,ARS,2026-04-08,2.0,20810.26,,,
Adcap Balanceado XI - Clase C,ARS,2026-04-08,2.0,26359.585,0.415,9.792,40.149
Adcap Renta Dólar - Clase A,USD,2026-04-08,3.0,114410.279,,,
Adcap Renta Dólar - Clase B,USD,2026-04-08,3.0,114779.208,,,
IOL Cash Management - Clase A,ARS,2026-04-08,2.0,10987.121,0.498,9.241,24.066
IOL Cash Management - Clase B,ARS,2026-04-08,2.0,10998.72,0.498,9.241,23.087
IOL Cash Management - Clase C,ARS,2026-04-08,2.0,13370.154,0.549,10.019,29.749
IOL Cash Management - Clase Ley Nº 27.743,ARS,2026-04-08,2.0,1392.773,,,
Toronto Trust Liquidez Dólar - Clase F,USD,2026-04-08,2.0,1491629.93,1.09,-2.222,9.08
Adcap Balanceado I - Clase F,ARS,2026-04-08,2.0,25.568,,,
Allaria Renta Dolar Ley 27260 - Clase A,USD,2026-04-08,1.0,1014.112,0.0,0.0,0.0
Allaria Renta Dolar Ley 27260 - Clase B,USD,2026-04-08,1.0,961.756,0.0,0.0,0.0
Allaria Renta Dolar Ley 27260 - Clase C,USD,2026-04-08,1.0,893.278,-0.045,-1.059,-3.459
Allaria Renta Dolar Ley 27260 - Clase D Ley N° 27.743,USD,2026-04-08,1.0,999.062,,,
Alycbur Renta Dólar - Clase A,USD,2026-04-08,1.0,1013.553,0.0,0.0,2.798
Alycbur Renta Dólar - Clase B,USD,2026-04-08,1.0,182.523,-0.074,-0.028,2.554
Alycbur Renta Dólar - Clase C,USD,2026-04-08,1.0,915.409,0.0,0.0,0.0
Alycbur Renta Dólar - Clase Ley N° 27.743,USD,2026-04-08,1.0,1025.614,0.0,0.0,2.618
Argenfunds Ahorro Pesos - Clase C,ARS,2026-04-08,1.0,2.897,-0.617,3.464,-4.484
Argenfunds Ahorro Pesos - Clase D,ARS,2026-04-08,1.0,2.571,-0.618,3.461,-4.459
Argenfunds Ahorro Pesos - Clase E,ARS,2026-04-08,1.0,0.698,-0.711,3.407,-4.514
Argenfunds Ahorro Pesos - Clase F,ARS,2026-04-08,1.0,0.698,-0.711,3.407,-4.514
Argenfunds Renta Capital - Clase A,USD,2026-04-08,3.0,1022.867,0.0,0.0,0.0
Argenfunds Renta Capital - Clase B,USD,2026-04-08,3.0,1120.85,0.074,0.492,3.735
Argenfunds Renta Capital - Clase C,USD,2026-04-08,3.0,1078.37,0.064,0.379,3.284
Argenfunds Renta Capital - Clase D,USD,2026-04-08,3.0,1115.817,0.074,0.492,3.735
Argenfunds Renta Flexible - Clase C,ARS,2026-04-08,1.0,0.972,-0.613,3.514,-4.425
Argenfunds Renta Flexible - Clase D,ARS,2026-04-08,1.0,1.007,-0.69,3.388,-4.55
Cima Renta Dolares Corto Plazo - Clase B,USD,2026-04-08,3.0,927.424,,,
Cocos Ahorro Dólares - Clase A,USD,2026-04-08,1.0,1077.422,0.053,0.713,3.161
Cocos Ahorro Dólares - Clase B,USD,2026-04-08,1.0,1073.929,0.038,0.57,2.588
Cocos Ahorro Dólares - Clase Ley N° 27.743,USD,2026-04-08,1.0,1044.81,0.038,0.569,2.223
Cohen Disp. Transitorias Ley 27260 - Clase A,USD,2026-04-08,1.0,790.033,0.0,0.0,0.0
Cohen Disp. Transitorias Ley 27260 - Clase B,USD,2026-04-08,1.0,749.924,0.0,0.0,0.0
Cohen Disp. Transitorias Ley 27260 - Clase C,USD,2026-04-08,1.0,761.007,0.0,0.0,0.0
Cohen Disp. Transitorias Ley 27260 - Clase D,USD,2026-04-08,1.0,1044.71,0.0,0.0,0.0
Compass Ahorro - Clase D,ARS,2026-04-08,1.0,73.99,-0.876,13.261,31.831
Compass Ahorro - Clase E,ARS,2026-04-08,1.0,78.323,-0.876,13.262,31.832
Compass Ahorro - Clase F,ARS,2026-04-08,1.0,84.845,-0.876,13.261,31.831
Consultatio Liquidez Ley 27260 - Clase A,USD,2026-04-08,1.0,779.034,0.011,0.271,2.233
Consultatio Liquidez Ley 27260 - Clase B,USD,2026-04-08,1.0,734.109,0.003,0.137,1.782
Consultatio Liquidez Ley 27260 - Clase C,USD,2026-04-08,1.0,743.551,0.003,0.137,1.782
Consultatio Liquidez Ley 27260 - Clase D,USD,2026-04-08,1.0,758.666,-0.011,-0.028,1.417
Delta Ahorro Plus - Clase F,ARS,2026-04-08,1.0,0.805,-1.106,2.287,-8.314
Delta Ahorro Plus - Clase G,ARS,2026-04-08,1.0,4.193,-1.062,2.293,-8.31
Delta Gestion IV - Clase G,ARS,2026-04-08,0.0,0.754,-1.18,2.168,-8.384
Delta Gestion XIII - Clase B,USB,2026-04-08,1.0,1002.123,0.209,,
Delta Patrimonio I - Clase F,ARS,2026-04-08,1.0,21.283,-0.328,-0.51,6.95
Delta Patrimonio I - Clase G,ARS,2026-04-08,1.0,2.46,-1.086,2.287,-8.312
Delta Renta Dólares Plus - Clase A,USD,2026-04-08,2.0,909.379,0.654,0.634,8.552
Delta Renta Dólares Plus - Clase B,USD,2026-04-08,2.0,933.896,0.661,0.728,8.933
Delta Renta Dólares Plus - Clase K Ley N° 27.743,USD,2026-04-08,2.0,1024.536,0.0,0.0,2.288
Delta Renta Dólares Plus - Clase L Ley N° 27.743,USD,2026-04-08,2.0,1000,0.0,0.0,0.0
First Renta Dolares - Clase A,USD,2026-04-08,1.0,1716.239,0.705,3.623,22.925
First Renta Dolares - Clase B,USD,2026-04-08,1.0,1938.096,0.712,3.733,23.419
First Renta Dolares - Clase C,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
First Renta Dolares - Clase D,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
First Renta Dolares - Clase E,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
Galileo Ahorro - Clase C,ARS,2026-04-08,1.0,52.114,,,
Galileo Ahorro - Clase D,ARS,2026-04-08,1.0,27.581,,,
IAM Renta Dólares - Clase A,USD,2026-04-08,2.0,1734.707,0.587,4.134,11.875
IAM Renta Dólares - Clase B,USD,2026-04-08,2.0,1781.235,0.595,4.26,12.38
IAM Renta Dólares - Clase C,USD,2026-04-08,2.0,1753.155,0.595,4.26,12.381
IAM Renta Dólares - Clase D,USD,2026-04-08,2.0,1000,0.0,0.0,0.0
IAM Renta Dólares - Clase F Art. 11 Decreto 99/2019 y mod,USD,2026-04-08,2.0,1090.997,0.0,0.0,2.327
IAM Renta Dólares - Clase Ley Nº 27.743,USD,2026-04-08,2.0,1116.765,0.587,4.134,11.875
IEB Ahorro Plus - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Ahorro Plus - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Ahorro Plus - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IOL Dólar Ahorro Plus - Clase C,USD,2026-04-08,1.0,1073.944,0.02,1.362,6.282
IOL Dólar Ahorro Plus - Clase D,USD,2026-04-08,1.0,1065.858,0.018,1.335,6.002
IOL Dólar Ahorro Plus - Clase E,USD,2026-04-08,1.0,1065.854,0.018,1.335,6.002
IOL Dólar Ahorro Plus - Clase F,USD,2026-04-08,1.0,1083.424,0.04,1.647,7.22
IOL Dólar Ahorro Plus - Clase Ley N° 27.743,USD,2026-04-08,1.0,1065.199,,,
MAF Ahorro Plus - Clase E,ARS,2026-04-08,1.0,1.35,,,
MAF Ahorro Plus - Clase F,ARS,2026-04-08,1.0,10.807,,,
MAF Pesos Plus - Clase D,ARS,2026-04-08,1.0,1000,,,
MAF Pesos Plus - Clase E,ARS,2026-04-08,1.0,1000,,,
MEGAQM Gestión Dólares 2 - Clase A,USD,2026-04-08,1.0,1000,0.0,0.0,
MEGAQM Gestión Dólares 2 - Clase B,USD,2026-04-08,1.0,1101.047,0.596,-0.076,
MEGAQM Renta Dólares - Clase A,USD,2026-04-08,1.0,1043.755,0.108,0.702,3.657
MEGAQM Renta Dólares - Clase B,USD,2026-04-08,1.0,1050.882,0.116,0.81,4.073
MEGAQM Renta Dólares - Clase Ley N° 27.743,USD,2026-04-08,1.0,1029.677,0.108,0.702,2.968
Parakeet Balanced Fund - Clase A,USD,2026-04-08,2.0,1068.699,0.241,2.374,6.87
Parakeet Balanced Fund - Clase B,USD,2026-04-08,2.0,1071.923,0.25,2.512,7.192
Parakeet Balanced Fund - Clase X Ley N° 27.743,USD,2026-04-08,2.0,1072.523,0.24,2.374,7.252
Parakeet Global - Clase A,USD,2026-04-08,2.0,1044.07,0.33,1.107,7.905
Parakeet Global - Clase B,USD,2026-04-08,2.0,1050.503,0.334,1.23,8.424
Parakeet Global - Clase X Ley N° 27.743,USD,2026-04-08,2.0,1042.792,0.33,1.107,7.904
Parakeet Income - Clase A,USD,2026-04-08,2.0,1126.862,0.358,2.801,12.283
Parakeet Income - Clase B,USD,2026-04-08,2.0,1135.201,0.368,2.939,12.848
Parakeet Income - Clase X Ley N° 27.743,USD,2026-04-08,2.0,1126.85,0.358,2.801,12.282
Parakeet Latam - Clase A,USD,2026-04-08,2.0,1038.996,0.208,0.855,3.9
Parakeet Latam - Clase B,USD,2026-04-08,2.0,1040.505,0.212,0.91,4.051
Parakeet Latam - Clase X Ley N° 27.743,USD,2026-04-08,2.0,1035.48,0.208,0.855,3.548
Pionero Ahorro Dolár Plus - Clase A,USD,2026-04-08,1.0,958.189,0.0,,
Pionero Ahorro Dolár Plus - Clase B,USD,2026-04-08,1.0,1003.582,0.0,0.0,0.358
Pionero Ahorro Dolár Plus - Clase C Ley N° 27.743,USD,2026-04-08,1.0,1116.528,1.361,7.925,26.496
Pionero Ahorro Dólares - Clase A,USD,2026-04-08,2.0,1102.307,0.286,1.651,6.429
Pionero Ahorro Dólares - Clase B,USD,2026-04-08,2.0,1112.553,0.288,1.678,6.535
Pionero Ahorro Dólares - Clase C Ley N° 27.743,USD,2026-04-08,2.0,982.344,0.29,1.706,6.642
Pionero Inversión Dólar - Clase A,USD,2026-04-08,1.0,1000,0.0,,
Pionero Inversión Dólar - Clase B,USD,2026-04-08,1.0,1140.398,0.613,2.629,8.953
Pionero Inversión Dólar - Clase C Ley N° 27.743,USD,2026-04-08,1.0,1000,0.0,,
Pionero Renta Ahorro Plus - Clase D,ARS,2026-04-08,2.0,1000,0.0,,
SMSV Renta en Dolares - Clase A,USD,2026-04-08,1.0,1345.943,,,
SMSV Renta en Dolares - Clase B,USD,2026-04-08,1.0,1466.584,,,
SMSV Renta en Dolares - Clase C,USD,2026-04-08,1.0,731.65,,,
Bavsa Renta Balanceado Dólares II - Clase A,USD,2026-04-08,1.0,1021.225,0.199,2.127,
Bavsa Renta Balanceado Dólares II - Clase B,USD,2026-04-08,1.0,1021.225,0.199,2.127,
Bavsa Renta Balanceado Dólares II - Clase C,USD,2026-04-08,1.0,1024.552,0.222,2.456,
Bavsa Renta Balanceado Dólares II - Clase D - Ley N° 27.743,USD,2026-04-08,1.0,1000,,,
BAVSA Renta Balanceado Dólares IV - Clase A,USD,2026-04-08,1.0,1000,,,
BAVSA Renta Balanceado Dólares IV - Clase B,USD,2026-04-08,1.0,1000,,,
BAVSA Renta Balanceado Dólares IV - Clase C,USD,2026-04-08,1.0,1000,,,
Consultatio Estrategia I - Clase A,USD,2026-04-08,2.0,894.708,1.201,-8.972,
Consultatio Estrategia I - Clase B,USD,2026-04-08,2.0,892.19,1.19,-9.092,
Consultatio Estrategia I - Clase C,USD,2026-04-08,2.0,892.484,1.189,-9.122,
Consultatio Estrategia I - Clase D,USD,2026-04-08,2.0,894.708,1.201,-8.972,
Consultatio Estrategia I - Clase E,USD,2026-04-08,2.0,894.708,1.201,-8.972,
Consultatio Estrategia II - Clase A,USD,2026-04-08,2.0,1000.204,-0.039,0.064,
Consultatio Estrategia II - Clase B,USD,2026-04-08,2.0,999.938,-0.039,0.064,
Consultatio Estrategia II - Clase C,USD,2026-04-08,2.0,1004.567,-0.023,0.283,
Consultatio Estrategia II - Clase D,USD,2026-04-08,2.0,1002.588,-0.035,0.117,
Consultatio Estrategia II - Clase E,USD,2026-04-08,2.0,1004.567,-0.023,0.283,
Consultatio Estrategia III - Clase A,USD,2026-04-08,2.0,1054.968,0.674,-2.234,
Consultatio Estrategia III - Clase B,USD,2026-04-08,2.0,1052.589,0.674,-2.224,
Consultatio Estrategia III - Clase C,USD,2026-04-08,2.0,1056.086,0.684,-2.093,
Consultatio Estrategia III - Clase D,USD,2026-04-08,2.0,1060.098,0.705,-1.8,
Consultatio Estrategia III - Clase E,USD,2026-04-08,2.0,1058.461,0.693,-1.962,
Consultatio Estrategia IV - Clase A,USD,2026-04-08,2.0,956.177,0.292,3.272,
Consultatio Estrategia IV - Clase B,USD,2026-04-08,2.0,955.1,0.285,3.164,
Consultatio Estrategia IV - Clase C,USD,2026-04-08,2.0,955.27,0.285,3.175,
Consultatio Estrategia IV - Clase D,USD,2026-04-08,2.0,956.177,0.292,3.272,
Consultatio Estrategia IV - Clase E,USD,2026-04-08,2.0,956.177,0.292,3.272,
Consultatio Estrategia V - Clase A,USD,2026-04-08,2.0,887.446,1.003,-4.069,
Consultatio Estrategia V - Clase B,USD,2026-04-08,2.0,887.444,1.003,-4.069,
Consultatio Estrategia V - Clase C,USD,2026-04-08,2.0,887.446,1.003,-4.069,
Consultatio Estrategia V - Clase D,USD,2026-04-08,2.0,887.446,1.003,-4.069,
Consultatio Estrategia V - Clase E,USD,2026-04-08,2.0,887.446,1.003,-4.069,
Delta Federal I - Clase F,ARS,2026-04-08,1.0,495.797,-1.078,2.272,14.492
Delta Federal I - Clase G,ARS,2026-04-08,1.0,53.394,-1.078,2.272,-8.325
Delta Gestion IX - Clase G,ARS,2026-04-08,1.0,2.372,-1.043,2.285,-8.311
Delta Gestion IX - Clase J,ARS,2026-04-08,1.0,2.372,-1.084,2.285,-8.311
Delta Moneda - Clase F,ARS,2026-04-08,1.0,370.453,-1.078,2.272,-2.685
Delta Moneda - Clase G,ARS,2026-04-08,1.0,69.445,-1.078,2.272,-8.325
Delta Renta - Clase F,ARS,2026-04-08,1.0,942.482,-1.078,2.272,7.503
Delta Renta - Clase G,ARS,2026-04-08,1.0,101.161,-1.079,2.272,-8.324
Delta Renta Dolares - Clase A,USD,2026-04-08,2.0,1319.564,0.622,-2.805,6.886
Delta Renta Dolares - Clase B,USD,2026-04-08,2.0,1351.021,0.627,-2.74,7.153
Delta Renta Dolares - Clase D,USD,2026-04-08,2.0,2096.706,1.076,-1.678,11.363
Delta Renta Dolares - Clase E,USD,2026-04-08,2.0,1053.27,1.081,-1.612,11.642
Delta Renta Dolares - Clase K Ley Nº 27.743,USD,2026-04-08,2.0,1280.635,1.076,-1.678,11.362
Delta Renta Dolares - Clase L Ley Nº 27.743,USD,2026-04-08,2.0,1185.06,0.451,0.801,3.255
Gainvest Estrategia IV - Clase A,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Estrategia IV - Clase B,USD,2026-04-08,1.0,114.695,0.072,1.248,5.045
IEB Estratégico - Clase A,USD,2026-04-08,1.0,1152.868,0.153,1.889,9.255
IEB Estratégico - Clase B,USD,2026-04-08,1.0,1151.43,0.147,1.89,9.415
IEB Estratégico - Clase Ley N° 27.743,USD,2026-04-08,1.0,1097.98,0.461,0.121,7.359
Novus Ahorro Dólares - Clase A,USD,2026-04-08,1.0,1028.886,0.149,1.9,2.889
Novus Ahorro Dólares - Clase B,USD,2026-04-08,1.0,1029.678,0.151,1.928,2.968
Novus Ahorro Dólares - Clase C,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Capital - Clase A,USD,2026-04-08,1.0,1232.436,0.423,3.074,19.869
Novus Capital - Clase B,USD,2026-04-08,1.0,1232.465,0.423,3.074,19.868
Novus Capital - Clase C,USD,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Capital - Clase D Ley N° 27.743,USD,2026-04-08,1.0,1231.212,0.423,3.074,19.869
Novus Income Dólares - Clase A,USD,2026-04-08,1.0,1000,0.0,0.0,
Novus Income Dólares - Clase B,USD,2026-04-08,1.0,1000,0.0,0.0,
Novus Income Dólares - Clase C,USD,2026-04-08,1.0,1000,0.0,0.0,
Novus Income Dólares - Clase D Ley N° 27.743,USD,2026-04-08,1.0,1000,0.0,0.0,
Novus Renta Dólar - Clase A,USD,2026-04-08,1.0,1280.372,0.858,1.38,19.469
Novus Renta Dólar - Clase B,USD,2026-04-08,1.0,1271.404,0.857,1.932,20.12
Novus Renta Dólar - Clase C,USD,2026-04-08,1.0,1025.541,0.0,0.0,-3.772
Novus Renta Dólar - Clase D Ley N° 27.743,USD,2026-04-08,1.0,1232.914,0.857,1.932,20.12
Pellegrini Renta Dólares - Clase A,USD,2026-04-08,1.0,2240.08,1.033,0.559,23.429
Pellegrini Renta Dólares - Clase B,USD,2026-04-08,1.0,2262.63,1.036,0.6,23.615
Pellegrini Renta Dólares - Clase C,USD,2026-04-08,1.0,2281.114,1.038,0.627,23.738
Pellegrini Renta Dólares - Clase R Ley N° 27.743,USD,2026-04-08,1.0,1436.876,1.033,0.559,23.429
Superfondo Estrategico - Clase K Ley N° 27.743,USB,2026-04-08,2.0,1522.755,0.56,2.933,10.136
Allaria Dólar Global - Clase A,USD,2026-04-08,1.0,1294.652,0.161,-1.331,4.662
Allaria Dólar Global - Clase B,USD,2026-04-08,1.0,1303.362,0.166,-1.276,4.869
Allaria Dólar Global - Clase C,USD,2026-04-08,1.0,1318.255,0.168,-1.24,5.096
